,organizationName,id,name,description,address,categories,revenue,EIN,totcntrbgfts,totcntrbs,boston_region
208,The Affirmation Center Inc,1946292,The Affirmation Center Inc,"Part 1: to provide counseling, education, and supportive services to victims of sexual molestation.",1111 Langley St,GV,42747,43165640,44000.0,,Yes
209,New England Womens Hockey Alliance,1942346,New England Womens Hockey Alliance,"To promote, carry out, supervise and control intercollegiate women's ice hockey among member educational institutions; to encourage and develop academic excellence, athletic competition, and sportsmanship among students in member institutions, and to encourage, develop an support charitable and educational activities within and without the United States of America",220 Winthrop St Ste 201,GIRL,41911,831849400,,0.0,Yes
210,National Charity League Inc Wellesley Chapter,624187,National Charity League Inc Wellesley Chapter,"To foster mother-daughter relationships in a philanthropic organization committed to community service, leadership development, and cultural experiences.",PO Box 81061,WSNW,41907,271754284,,45085.0,Yes
211,Sweet Adelines International 112001 Region 01 North Atlantic,1055589,Sweet Adelines International 112001 Region 01 North Atlantic,Advancing the musical art form of womens' barbershop harmony through education and performance.,25 Kensington Dr,WART,41693,510170342,,1700.0,Yes
212,Parkway Girls Softball League Inc,1945700,Parkway Girls Softball League Inc,Softballinstructionandleagueplayforgirlsages5to18inthegreaterbostonmetropolitanarea.,1842 Centre Street,GIRL,39112,30604434,,,Yes
213,South Shore Rugby Football Club Inc,1004335,South Shore Rugby Football Club Inc,"Theclubhasbeenorganizedtopromoteandcompeteinthesportofrugbyinthesouthshoreofmassachusetts,andonanationalandinternationallevel.Toencourageandfosterthedevelopmentandparticipationofthesportatalllevelsofplayisapriorityoftheorganization.Theactivitiestoachievethesegoalswillbecarriedoutundersection501c3oftheinternalrevenuecodesandunderthecorrespondingsectionofanytruefederaltaxcodes.",526 East 5th Street,GIRL,37902,462877026,,10343.0,Yes
214,Womanade Inc,1225637,Womanade Inc,To help needy residents of the south shore of massachusetts.,PO Box 570,WHSV,37321,611467070,,31014.0,Yes
215,Savvy Womens Alliance,1671976,Savvy Womens Alliance,"The corporation is organized for the purpose of uniting, educating, nurturing, and igniting women to make informed decisions leading to healthier lifestyles and a healthier world. The organizations potential members will consist of like minded women who are embracing the frontier of nontoxic living. The main revenue streams currently being developed are donations by sponsors, membership dues, and grants. In addition to educating women, the organization will seek to celebrate and promote like minded businesses sharing similar values, and to offer brands to members who are seeking choices.",5 robin ln,"WENV,WSW",36609,474202864,,,Yes
216,Women Thriving Inc,1942804,Women Thriving Inc,,37 Osborne Rd,WHSV,35817,833307979,,32208.0,Yes
217,Women Thriving Inc,1942804,Women Thriving Inc,,37 Osborne Rd,WHSV,35817,833307979,,36916.0,Yes
218,Women Thriving Inc,1942804,Women Thriving Inc,,37 Osborne Rd,WHSV,35817,833307979,,55000.0,Yes
219,Radcliffe Choral Society Foundation Rcsf,1468850,Radcliffe Choral Society Foundation Rcsf,To promote women's choral music.,PO Box 51040,WART,35526,900717463,,35747.0,Yes
220,Miss Pink Pageant Ashley L Shultz Sole Mbr,990185,Miss Pink Pageant Ashley L Shultz Sole Mbr,"Awareness, research, and support for curing breast cancer and breast cancer survivors and their families.",293 K Street Unit 2,"GIRL,WHLTH",34488,461446401,,10093.0,Yes
221,Little League Baseball Inc 2210821 Whitman Baseball Softball,907063,Little League Baseball Inc 2210821 Whitman Baseball Softball,Part 1: the whitman baseball-softball association serves over 600+ little league & softball youths.,PO Box 223,GIRL,33594,426617740,56539.0,,Yes
222,Bay State Girls Softball Inc,1946322,Bay State Girls Softball Inc,To offer inner city girls a safe and positive activity. Softball is a safe community activity for girls from diverse backgrounds in an inner city community. Softball builds self-esteem and teamwork.,PO Box 30162,GIRL,33111,43220996,,2750.0,Yes
223,M F Legacy Inc,2234089,M F Legacy Inc,All volunteer organization that provides softball training and competition opportunities to females ages 10-18. Fee waivers are available to families in need. Monies received are only used for club activities benefiting the players.,451 Pleasant St,GIRL,32452,852811763,,,Yes
224,Obstetrical Society of Boston Inc,1946443,Obstetrical Society of Boston Inc,"To cultivate and disseminate scientific knowledge in the areas of obstetrics, gynecology, and reproductive endocrinology.",CO Melanie Nathan 36 Clifton Ave,WHLTH,32372,43469680,,0.0,Yes
225,Microloan Foundation USA Inc,903651,Microloan Foundation USA Inc,"Part 1: the microloan foundation is an international development organization that reduces poverty and inequality by providing microfinance services to impoverished women living in remote rural areas in sub-saharan african countries. The organization has assisted approximately 240,000 women and 960,000 children since inception. Microloan foundation USA is the fundraising arm for these purposes. - Part 3: the microloan foundation is an international development organization that reduces poverty and inequality by providing microfinance services to impoverished women living in remote rural areas in sub-saharan african countries. Mlf USA is the us fundraising arm of these purposes.",237 Bonad Rd,"ND,WINTL",31715,421751736,78778.0,,Yes
226,Sippican Womans Club,1946395,Sippican Womans Club,"Part 1: social, educational & humanitarian",PO Box 121,WSNW,31362,43370241,7855.0,,Yes
227,Sippican Womans Club,1946395,Sippican Womans Club,"Part 1: social, educational & humanitarian",PO Box 121,WSNW,31362,43370241,8120.0,,Yes
228,Somerset Berkley Softball League,1946337,Somerset Berkley Softball League,Recreation softball league for girls aged 5 to 12,PO Box 564,"GIRL,WSW",29875,43251617,,3808.0,Yes
229,Rainbow Camp of Massachusetts Inc E Carol K Milne President,283929,Rainbow Camp of Massachusetts Inc E Carol K Milne President,Overnight camp for young women,115 Pine St,GIRL,29640,42602112,,11676.0,Yes
230,Alumnae I Association of Simmons University,1946649,Alumnae I Association of Simmons University,The organizations primary exempt purpose is to support student and alumnae activities.,300 The Fenway,WEDUC,29457,46051852,,20922.0,Yes
231,Family Independence Inc,2076680,Family Independence Inc,"Part 1: our mission is to provide hope and stability for at-risk families, children, and youth living in their teen parent program and their adult shelter program. Through the care and services provided by family independence young families are given the opportunity to change the trajectory of their lives by helping them build confidence in their abilities as parents as well as discovering the essence of their true self and becoming contributing members of society. - Part 3: family independence, Inc. Will provide group home living for teen mothers and their children who are receiving public assistance and are unable to live with their families or the children's fathers due to abuse, neglect, substance abuse or other extenuating circumstances. The organization will conduct various programs to help these mothers and children move toward social independence and economic self-sufficiency. These programs will assist the teen mothers to complete high school or equivalent education, practice good parenting and life management skills, avoid child abuse, and raise healthy, emotionally stable and school-ready children.",11 Mt Pleasant Ave,WHSV,29233,823528268,116363.0,,Yes
232,Norfolk Girls Softball Inc,1605094,Norfolk Girls Softball Inc,Town youth softball,PO Box 467,GIRL,27920,464756385,,,Yes
233,Bakes for Breast Cancer,948558,Bakes for Breast Cancer,"Part 1: the corporation's main purpose is to raise funds to support education, research, detection, prevention and treatment or study of breast cancer and to support services for people or families affected by breast cancer directly or indirectly.",14 Bellevue Dr,WHLTH,27287,453235414,81409.0,,Yes
234,Run for Faith Inc,658482,Run for Faith Inc,"Part 1: to raise money for charity, those charities being the plymouth public schools(music scholarship), plymouth public library(childrens activities), and the dana farber cancer institute(cancer research & ovarian cancer), and other public charities - part 3: to raise money for charity,",367 r court street,"WHLTH,WHSV",27054,275426948,,,Yes
